dataset_name,image_name,I1,I2,I3,I4,I5,I6
curvelanes,curvelanes_valid_1156a7292aa70f0db19fe30c824e2b89.jpg,0.469,0.607,0.611,0.522,0.027,4
curvelanes,curvelanes_valid_115c107db524b9d2e8cb4498f91fac37.jpg,0.544,0.444,0.594,0.596,0.023,3
curvelanes,curvelanes_valid_1176e01706f8013272d7c47de0838b7f.jpg,0.426,0.792,0.721,0.508,0.02,4
curvelanes,curvelanes_valid_117d775c2691182baf7c67eec844ddc2.jpg,0.331,0.882,0.72,0.676,0.067,5
curvelanes,curvelanes_valid_1186f6ac0f8ee27793756bafc651c006.jpg,0.26,0.772,0.682,0.671,0.037,4
curvelanes,curvelanes_valid_11b8782f481d5a6d20c2d46daf44b4a0.jpg,0.69,0.331,0.684,0.642,0.025,5
curvelanes,curvelanes_valid_1209ae43d3f2cc75176539b9b6f6dd75.jpg,0.405,0.921,0.738,0.574,0.028,4
curvelanes,curvelanes_valid_120e2e894dca468755fca439746e239e.jpg,0.335,0.588,0.698,0.628,0.026,5
curvelanes,curvelanes_valid_1210b429a6d75cc3eec31c5940c9b7d7.jpg,0.962,0.715,0.667,0.562,0.051,5
curvelanes,curvelanes_valid_12351c7b3008cc557c0a8e91c205e1a2.jpg,0.483,0.904,0.512,0.662,0.029,6
curvelanes,curvelanes_valid_1245fdbe4b14f17acde4c1189cf43629.jpg,0.467,0.647,0.7,0.573,0.053,5
curvelanes,curvelanes_valid_12d3431d1575ffe8f757605d5953b659.jpg,0.553,0.341,0.695,0.675,0.036,3
curvelanes,curvelanes_valid_12f3ad90948cfc45396890c59e731caa.jpg,0.533,0.861,0.651,0.575,0.022,5
curvelanes,curvelanes_valid_132692cb673771aaf590d9f932ab6efa.jpg,0.441,0.509,0.61,0.563,0.027,5
curvelanes,curvelanes_valid_134dd1f952a5122ac032b0ccafdf09b0.jpg,0.789,0.347,0.712,0.562,0.022,5
curvelanes,curvelanes_valid_1358f716b52eef2def20890f1b22fb09.jpg,0.816,0.37,0.678,0.634,0.019,6
curvelanes,curvelanes_valid_135fcfad51f3530417ddd307739f9f76.jpg,0.925,0.491,0.627,0.574,0.039,5
curvelanes,curvelanes_valid_13680b9a39784e5a9e62a6efdd6c1426.jpg,0.94,0.846,0.657,0.469,0.03,4
curvelanes,curvelanes_valid_136bd3fd3d21cfa42c517cb4087fb117.jpg,0.799,0.3,0.705,0.563,0.021,6
curvelanes,curvelanes_valid_13c550c8ae85bee748366906e3cf9528.jpg,0.388,0.554,0.779,0.564,0.026,5
curvelanes,curvelanes_valid_13c5a21c7029e51c1993f5080c47a481.jpg,0.699,1,0.738,0.525,0.019,7
curvelanes,curvelanes_valid_13c6b9f134eac7a204a894c50631a2c9.jpg,0.805,0.537,0.702,0.534,0.052,5
curvelanes,curvelanes_valid_13dda0aa6a599479531c5d0040f40908.jpg,0.746,0.379,0.698,0.671,0.028,5
curvelanes,curvelanes_valid_13e2d8f15d09f2069e010591923f67ec.jpg,0.945,0.458,0.832,0.507,0.042,7
curvelanes,curvelanes_valid_13e599730092dfcdefe418fd21984049.jpg,0.928,0.542,0.703,0.528,0.032,5
curvelanes,curvelanes_valid_140fe0ad1cad3c0d78858c4d1f9ad86e.jpg,0.345,0.74,0.647,0.737,0.008,4
curvelanes,curvelanes_valid_1430db350e4663cc53af4ca4b82469d0.jpg,0.368,0.641,0.646,0.714,0.032,6
curvelanes,curvelanes_valid_1444671751452a31464cc96b7ecc2438.jpg,0.295,1,0.773,0.607,0.027,6
curvelanes,curvelanes_valid_147a2bbff1d53118665129a29a8f4736.jpg,0.618,0.62,0.517,0.551,0.032,6
curvelanes,curvelanes_valid_1488bad400e29e16dc44164c38e2164d.jpg,0.282,0.31,0.698,0.647,0.028,3
curvelanes,curvelanes_valid_149271bebaed5e3c36cd4000536f9e4f.jpg,0.386,1,0.708,0.607,0.019,5
curvelanes,curvelanes_valid_14b54cb34d1a668c734644b97b84ebf5.jpg,0.318,0.712,0.744,0.687,0.016,3
curvelanes,curvelanes_valid_14d7777b1dc386710d3a73deb49694a5.jpg,0.369,0.649,0.647,0.621,0.065,4
curvelanes,curvelanes_valid_14dd01b18af9e1c14a72bddb2e8aa910.jpg,0.602,0.504,0.638,0.56,0.03,3
curvelanes,curvelanes_valid_14df41468d8d48a3ab63d08feeb9b82d.jpg,0.5,0.646,0.282,0.747,0.047,4
curvelanes,curvelanes_valid_153b19111e56185282d2959603aaf1fd.jpg,0.584,0.564,0.651,0.451,0.024,5
curvelanes,curvelanes_valid_1544a9810e90d2ee7af78ad3e5d5b06f.jpg,0.391,0.485,0.685,0.726,0.014,4
curvelanes,curvelanes_valid_155fd15105cda01b9fc9604581ecfa46.jpg,0.544,0.531,0.493,0.642,0.024,5
curvelanes,curvelanes_valid_1569d7e467177e53e77b945609c9f427.jpg,0.681,0.643,0.672,0.563,0.023,5
curvelanes,curvelanes_valid_1587891c2ae415590e8102a878520be0.jpg,0.182,1,0.707,0.67,0.026,5
curvelanes,curvelanes_valid_15aa13e96afbf9676e94d25a5a13a598.jpg,0.47,0.332,0.731,0.649,0.022,3
curvelanes,curvelanes_valid_15b8863b53e640e1d59d6f8918d9fdc9.jpg,0.669,0.607,0.719,0.659,0.044,4
curvelanes,curvelanes_valid_15d8309b7bcdc73dd2d46bd7fab3bdf6.jpg,0.535,0.774,0.743,0.559,0.075,10
curvelanes,curvelanes_valid_15ec2bd96d3ca03a170093961d13076e.jpg,0.438,0.777,0.683,0.714,0.018,5
curvelanes,curvelanes_valid_16333df389e811b4fef9b1f4b3421cdf.jpg,0.406,0.884,0.644,0.661,0.033,5
curvelanes,curvelanes_valid_1639ce5ad2cd8c734ccb76d151451181.jpg,0.765,0.33,0.643,0.561,0.039,3
curvelanes,curvelanes_valid_1655f231a1eb84f1ef5b935489b309d8.jpg,0.539,0.496,0.722,0.652,0.015,5
curvelanes,curvelanes_valid_168db27106ae8f9cdace343cda2c6809.jpg,0.796,0.426,0.428,0.566,0.038,5
curvelanes,curvelanes_valid_16a21d17a595e0f1d5a4f4653b7b11f7.jpg,0.724,0.365,0.506,0.625,0.029,3
curvelanes,curvelanes_valid_16a404f061e4f2dc0e5e7efad16f145d.jpg,0.881,0.489,0.652,0.479,0.056,9
curvelanes,curvelanes_valid_16ae0759888c683c28eb0e9c4fda8002.jpg,0.418,1,0.608,0.698,0.015,5
curvelanes,curvelanes_valid_16dca4ffc84a3bd83fef3bb755fb58ac.jpg,0.151,1,0.73,0.647,0.087,4
curvelanes,curvelanes_valid_16e78cb9f65975cfac179ffbb1ce2da0.jpg,0.523,0.539,0.751,0.616,0.028,6
curvelanes,curvelanes_valid_170c2e815a30f0d5f7f3795e76e90dba.jpg,0.875,0.556,0.727,0.665,0.012,4
curvelanes,curvelanes_valid_17472d1c041e3818423e47efd3ea7727.jpg,0.73,0.51,0.664,0.596,0.021,8
curvelanes,curvelanes_valid_176d58e2eba8ac94d854791eb6a55bcd.jpg,0.419,1,0.753,0.642,0.048,4
curvelanes,curvelanes_valid_1787470381d99592272356a71e710bd8.jpg,0.471,0.575,0.575,0.617,0.026,5
curvelanes,curvelanes_valid_17aeb7bf7a56e1275914dbd5d169ef7c.jpg,0.509,0.704,0.704,0.513,0.038,4
curvelanes,curvelanes_valid_18103f89927c4826b4cc279809a02124.jpg,0.496,0.622,0.746,0.568,0.021,5
curvelanes,curvelanes_valid_1849ebc7821d35390742e2bfbe4b749e.jpg,0.385,0.382,0.726,0.678,0.025,3
curvelanes,curvelanes_valid_184a0acf94b095c2846f811f99b6e3e2.jpg,0.365,0.793,0.477,0.61,0.036,4
curvelanes,curvelanes_valid_188506876fef3198f0799a3a780e6010.jpg,0.528,0.432,0.71,0.693,0.046,4
curvelanes,curvelanes_valid_189a1e3855a474d0dcd8b5da6941019d.jpg,0.473,0.628,0.676,0.484,0.083,3
curvelanes,curvelanes_valid_189c0ee89823df7ef8ee7a180c1259af.jpg,0.24,1,0.762,0.497,0.039,4
curvelanes,curvelanes_valid_18cb4a7c98f0953d251c3e45a3c2c325.jpg,0.32,0.268,0.699,0.688,0.023,3
curvelanes,curvelanes_valid_18d26a53980bad6d0d93ffb2eb39d5cb.jpg,0.26,1,0.819,0.509,0.026,6
curvelanes,curvelanes_valid_1907e3e073ea320ae8d441c54f7f11ff.jpg,0.578,0.719,0.722,0.576,0.01,4
curvelanes,curvelanes_valid_190d57e49a2588bf29026e85981dcca3.jpg,0.468,1,0.587,0.576,0.029,6
curvelanes,curvelanes_valid_199621405d229d51ce1f0b24ef6f78d4.jpg,0.593,0.626,0.688,0.548,0.014,7
curvelanes,curvelanes_valid_19aec0720a68cbbdf388912d1d377d7c.jpg,0.525,0.482,0.557,0.707,0.043,4
curvelanes,curvelanes_valid_19bb68094894d73d211d124b0401de0f.jpg,0.681,0.451,0.679,0.602,0.054,6
curvelanes,curvelanes_valid_19d3aad69d66e95945ef49b2c6e68f66.jpg,0.76,0.436,0.604,0.639,0.033,5
curvelanes,curvelanes_valid_19ffd3b28268d4693996b0b2bbd0d026.jpg,0.739,0.583,0.765,0.519,0.04,4
curvelanes,curvelanes_valid_1a19216376772ccb2d00ffea556106b8.jpg,0.501,0.598,0.678,0.614,0.071,5
curvelanes,curvelanes_valid_1a24f6e9062fb1311e271dcf0998e9f1.jpg,0.51,0.781,0.812,0.601,0.042,5
curvelanes,curvelanes_valid_1a3ed2402a096e3999575fdd9695ab4a.jpg,0.22,0.464,0.566,0.548,0.018,3
curvelanes,curvelanes_valid_1ab0bbb43de7ba7914529aeeeca4fdc3.jpg,0.396,0.335,0.6,0.554,0.043,3
curvelanes,curvelanes_valid_1abbdaeca8d9c2b19ba63038642001af.jpg,0.535,0.413,0.754,0.629,0.014,5
curvelanes,curvelanes_valid_1adc563cd4112755f2df41f9226aa679.jpg,0.757,0.568,0.59,0.681,0.023,4
curvelanes,curvelanes_valid_1af464175d8358c8e520426f6fc176e2.jpg,0.509,0.548,0.652,0.578,0.019,3
curvelanes,curvelanes_valid_1b015c4d7515b886b9a12468d72df1d3.jpg,0.928,0.447,0.725,0.584,0.041,6
curvelanes,curvelanes_valid_1b2fbeda698aef1629f8e14f6d6b1b47.jpg,0.26,1,0.787,0.572,0.03,6
curvelanes,curvelanes_valid_1b309bb8237bb7c54722f70b7eb3f143.jpg,0.461,0.932,0.723,0.616,0.016,5
curvelanes,curvelanes_valid_1b6d9739097f75e26262c9811b964012.jpg,0.494,0.404,0.875,0.577,0.048,6
curvelanes,curvelanes_valid_1b824e805475ecb7d202ffc18febfe86.jpg,0.949,0.565,0.819,0.529,0.032,7
curvelanes,curvelanes_valid_1b9daf9da5cf71cc656ab4de34af8e0d.jpg,0.75,0.378,0.845,0.626,0.053,6
curvelanes,curvelanes_valid_1bb6b53ead2d6991318f7efaf445cb44.jpg,0.235,0.893,0.773,0.546,0.012,6
curvelanes,curvelanes_valid_1bde8b4f24f1c733f53709706f472a4c.jpg,0.216,0.36,0.728,0.461,0.046,3
curvelanes,curvelanes_valid_1beb2194233dced545cc65057c90e526.jpg,0.5,0.346,0.831,0.594,0.022,6
curvelanes,curvelanes_valid_1bfcf218215baec94e68cd53383dda32.jpg,0.972,0.481,0.744,0.536,0.017,7
curvelanes,curvelanes_valid_1c21859c38869f50e5b08cde32780117.jpg,0.686,0.659,0.657,0.56,0.029,5
curvelanes,curvelanes_valid_1c41fb10ab4971bf8172cb27200f901f.jpg,0.302,0.815,0.688,0.588,0.026,4
curvelanes,curvelanes_valid_1c53103962e93fc64fc3151a909d3e11.jpg,0.933,0.593,0.759,0.605,0.014,4
curvelanes,curvelanes_valid_1c699818a6248aa79a71c273019e2100.jpg,0.689,0.552,0.592,0.659,0.008,5
curvelanes,curvelanes_valid_1c89850b11f16d702bfb0ccd439ec4af.jpg,0.561,0.323,0.718,0.642,0.02,5
curvelanes,curvelanes_valid_1c963aadb3e25579d4158b9dadc51ee0.jpg,0.53,1,0.607,0.459,0.048,4
curvelanes,curvelanes_valid_1c9ab97270ca84abeeac956d4cdad8f7.jpg,0.857,0.671,0.712,0.508,0.032,6
curvelanes,curvelanes_valid_1ca084c2f233d5696b75b6de740146da.jpg,0.586,0.377,0.661,0.667,0.032,6
curvelanes,curvelanes_valid_1ca172f8fba85d9c4c36d228e24dd348.jpg,0.453,0.622,0.662,0.571,0.052,6
curvelanes,curvelanes_valid_1cca7cb0d77bc8f3195401c5819556c1.jpg,0.622,0.469,0.606,0.591,0.036,5
curvelanes,curvelanes_valid_1cd2da517ed508be27e6e419f88712d8.jpg,0.523,0.678,0.621,0.617,0.014,3
curvelanes,curvelanes_valid_1cd6bd67698ab44ce8a93f7ffbe4fe45.jpg,0.498,1,0.731,0.536,0.015,4
curvelanes,curvelanes_valid_1cdc75f67654b6dc234d72374af7437e.jpg,0.753,0.499,0.503,0.513,0.03,4
curvelanes,curvelanes_valid_1cef831d4832b0b432acc1320837bab4.jpg,0.465,0.656,0.813,0.621,0.043,3
curvelanes,curvelanes_valid_1d06e8727d8eeacc3f4e797a42a3999e.jpg,0.273,0.515,0.693,0.727,0.023,4
curvelanes,curvelanes_valid_1d71506b6ad5b06ea0dbbf434c64f21c.jpg,0.653,0.501,0.798,0.595,0.029,5
curvelanes,curvelanes_valid_1db3e8971af2bd78fd2c98705c846633.jpg,0.481,0.259,0.808,0.596,0.027,6
curvelanes,curvelanes_valid_1dbbdfd7829e12bcc60604ce183f5252.jpg,0.922,0.574,0.624,0.671,0.027,4
curvelanes,curvelanes_valid_1de0a86d2b8c415c5381cc8f59f7013d.jpg,0.584,0.562,0.376,0.597,0.087,6
curvelanes,curvelanes_valid_1de0f4b2a28eb7d9426f82d7c3d656b8.jpg,0.742,0.469,0.856,0.573,0.013,4
curvelanes,curvelanes_valid_1de55395470c156750e7ff7956b64833.jpg,0.135,1,0.658,0.656,0.021,2
curvelanes,curvelanes_valid_1e42bdaca7a3b3537c1aab454051652a.jpg,0.44,0.59,0.742,0.613,0.018,5
curvelanes,curvelanes_valid_1e45532a8d86fde3fc08a90f43183fe3.jpg,0.568,0.377,0.797,0.654,0.025,6
curvelanes,curvelanes_valid_1e45c799751c65b4f641a6106f0d644c.jpg,0.37,0.874,0.58,0.639,0.033,4
curvelanes,curvelanes_valid_1e4810ae5c7a7104f5c77a386c828266.jpg,0.117,1,0.752,0.641,0.048,4
curvelanes,curvelanes_valid_1ea7edd879b2f5c0d64c56f00108084a.jpg,0.437,1,0.683,0.447,0.007,6
curvelanes,curvelanes_valid_1ea8ad6060e08064bd488cf64d4fc4e2.jpg,0.983,0.28,0.76,0.585,0.002,3
curvelanes,curvelanes_valid_1eb1b6ae53eac04e4590514e79550178.jpg,0.621,0.935,0.721,0.543,0.022,4
curvelanes,curvelanes_valid_1ebb5262e84a29af0f4a20fe89d05652.jpg,0.389,0.799,0.686,0.624,0.045,4
curvelanes,curvelanes_valid_1f0743f4056c7adc4357226c2562d1be.jpg,0.577,0.537,0.659,0.448,0.036,4
curvelanes,curvelanes_valid_1f08f7828f7c5db0c7c02d0256d1f97c.jpg,0.095,1,0.839,0.736,0.023,6
curvelanes,curvelanes_valid_1f46d864c700fc22b9a1f1c4c25995c4.jpg,0.621,0.766,0.617,0.599,0.008,7
curvelanes,curvelanes_valid_1f5cd1183837f0bdf58f8efa636b24bf.jpg,0.189,1,0.763,0.544,0.08,3
curvelanes,curvelanes_valid_1f5e8ffb1b817e181adb3cd669608435.jpg,0.313,1,0.765,0.551,0.025,5
curvelanes,curvelanes_valid_1f6e8ef94365ddfdfd6897c22dc5f11d.jpg,0.437,0.928,0.691,0.541,0.017,5
curvelanes,curvelanes_valid_1f7e8b13af885ddfdbdeafe90eeed8e4.jpg,0.382,1,0.721,0.659,0.017,4
curvelanes,curvelanes_valid_1fa365f12f121582e9b3e21635581255.jpg,0.281,0.98,0.81,0.602,0.013,5
curvelanes,curvelanes_valid_1fb837f0d907da237f15a16458e6dbd3.jpg,0.983,0.213,0.753,0.658,0.04,3
curvelanes,curvelanes_valid_1fc19500d28f1ddcdb9c115eeeefb1ca.jpg,0.733,0.445,0.52,0.662,0.067,3
curvelanes,curvelanes_valid_1fe04e20c763bc661d652b1858804659.jpg,1,0.403,0.723,0.565,0.037,8
curvelanes,curvelanes_valid_1fe67641913970dca50cd9eddac87f8f.jpg,0.65,0.306,0.659,0.565,0.009,5
curvelanes,curvelanes_valid_1fec81bbcbdd004f006f8c0e303ad018.jpg,0.896,0.55,0.297,0.663,0.027,5
curvelanes,curvelanes_valid_1ff7595d7ef46bbb60ae4ba3f564ab23.jpg,0.469,0.837,0.604,0.474,0.081,6
curvelanes,curvelanes_valid_20137ea2ee612ded7272eeae90981f0d.jpg,0.557,0.909,0.637,0.58,0.063,4
curvelanes,curvelanes_valid_201933b6f9868d4e0ff76632626dece0.jpg,0.199,0.924,0.665,0.726,0.042,4
curvelanes,curvelanes_valid_20207ecc88aa835e5353a41cf9b0176c.jpg,0.612,0.301,0.346,0.688,0.042,2
curvelanes,curvelanes_valid_2026acf3b334218a40ae625612d72bbc.jpg,0.869,0.407,0.725,0.352,0.012,7
curvelanes,curvelanes_valid_202bc29274d6aa8c3632d21360726c70.jpg,0.576,0.438,0.612,0.709,0.02,4
curvelanes,curvelanes_valid_2034b72074004f115a10495d4a3f2384.jpg,0.551,0.634,0.372,0.71,0.041,5
curvelanes,curvelanes_valid_20606cf7654e7f68e871cef1284a6ea4.jpg,0.292,0.64,0.65,0.565,0.146,5
curvelanes,curvelanes_valid_2063a05a71cf51abe877f8ac99f6c4f9.jpg,0.13,1,0.74,0.638,0.029,4
curvelanes,curvelanes_valid_207126b5ebeb8a5d80c277dca9f7f0ad.jpg,0.672,0.869,0.722,0.48,0.061,5
curvelanes,curvelanes_valid_2077b411323f992a7a03594a5279d5a0.jpg,0.504,0.846,0.664,0.55,0.047,4
curvelanes,curvelanes_valid_2099c98c2481bd5037fe960167a5833d.jpg,0.867,0.437,0.795,0.522,0.011,3
curvelanes,curvelanes_valid_20a183b2519bc9668ce50195ee455d51.jpg,0.855,0.875,0.676,0.592,0.022,6
curvelanes,curvelanes_valid_20b753f1f95bbd28053e7d44a3e95254.jpg,0.878,0.633,0.742,0.467,0.028,4
curvelanes,curvelanes_valid_21119aa1080956f791f0e2e36cbd6f8c.jpg,0.752,0.71,0.566,0.637,0.021,4
curvelanes,curvelanes_valid_2115ba5daeda200cc314a39755bf637a.jpg,0.346,0.882,0.637,0.568,0.013,4
curvelanes,curvelanes_valid_213674c69bda09fe557764d83c8bc42c.jpg,0.846,0.591,0.628,0.545,0.047,5
curvelanes,curvelanes_valid_21703a6548818a4ce8056d70fa08f4d0.jpg,0.876,0.635,0.657,0.695,0.053,6
curvelanes,curvelanes_valid_2173ec207ae7c396d450b3534335a4bb.jpg,0.548,0.47,0.565,0.709,0.038,5
curvelanes,curvelanes_valid_218135c06799f61fa4393683a6dcfed2.jpg,0.427,0.475,0.646,0.636,0.031,5
curvelanes,curvelanes_valid_2185b41780aab6ddfcfeadf50e846bd5.jpg,0.557,0.603,0.648,0.641,0.021,5
curvelanes,curvelanes_valid_21a5a564712444e7e30097db123ff4df.jpg,0.401,0.643,0.73,0.608,0.027,4
curvelanes,curvelanes_valid_21ccb6753b173b3b4076c99f5b2048d2.jpg,0.73,0.305,0.571,0.572,0.014,4
curvelanes,curvelanes_valid_21d3dbee0df2a4c348383bc50247b495.jpg,0.498,0.313,0.692,0.667,0.02,4
curvelanes,curvelanes_valid_21d7cde248c8c24ef6dd98b3d5011c42.jpg,0.262,0.986,0.56,0.597,0.075,4
curvelanes,curvelanes_valid_21e9a034a1ded2b6987343accdd6a39b.jpg,0.265,1,0.685,0.567,0.075,4
curvelanes,curvelanes_valid_21e9eb101bf4e3bae3a058bf8bb90f9d.jpg,0.194,0.485,0.628,0.635,0.021,5
curvelanes,curvelanes_valid_2214c224aabd6b0107d496f204c369d5.jpg,0.729,0.449,0.747,0.657,0.01,6
curvelanes,curvelanes_valid_2241ad0cc7e2d11ea254109d203d7128.jpg,0.367,0.69,0.703,0.624,0.068,4
curvelanes,curvelanes_valid_22515e6c6d1116a3b5b82387bf73edfe.jpg,0.16,1,0.82,0.547,0.032,6
curvelanes,curvelanes_valid_22815b4a84d971a4dec0626b21abb4e2.jpg,0.774,0.538,0.754,0.677,0.014,4
curvelanes,curvelanes_valid_22900c07f810b06cc7b2053491a9b5ad.jpg,0.239,1,0.695,0.65,0.046,4
curvelanes,curvelanes_valid_22bf7e26eaf5b6c209cbb34753379c7b.jpg,0.564,0.918,0.635,0.728,0.018,4
curvelanes,curvelanes_valid_22fa4651dc642f4c63ee32fc7ad31da2.jpg,0.683,0.398,0.641,0.63,0.018,4
curvelanes,curvelanes_valid_2332679c91caa0eb8b4495c06939bfdc.jpg,0.747,0.483,0.59,0.548,0.033,3
curvelanes,curvelanes_valid_23567ac44c10d29cf01335e5cda2a9a9.jpg,0.524,0.531,0.687,0.706,0.023,6
curvelanes,curvelanes_valid_2364de8a99c054265db6ea098b26b188.jpg,0.667,0.954,0.785,0.544,0.028,6
curvelanes,curvelanes_valid_237b5a83f521fb0d6fb5d1819cc60df9.jpg,0.32,0.814,0.615,0.648,0.088,5
curvelanes,curvelanes_valid_23b3f9bff9a31934f1094f775bb13581.jpg,0.29,0.796,0.707,0.547,0.059,5
curvelanes,curvelanes_valid_23fdec894b096ba8841f2e5ff6ae9759.jpg,0.655,0.514,0.749,0.58,0.02,6
curvelanes,curvelanes_valid_240da00325c47f4026ffa83e376b3677.jpg,0.127,0.927,0.573,0.761,0.017,4
curvelanes,curvelanes_valid_24195f90b90e55722c7177bb7c4d79a5.jpg,0.67,0.508,0.726,0.607,0.045,4
curvelanes,curvelanes_valid_24445c2f79276cd0980be3f2cf4b9720.jpg,0.363,0.452,0.589,0.67,0.026,6
curvelanes,curvelanes_valid_2497c746ef57c9280d322b604e1075a5.jpg,0.601,0.692,0.549,0.641,0.056,4
curvelanes,curvelanes_valid_249f6b21c19caa9386731aabd50e00eb.jpg,0.41,0.921,0.674,0.62,0.026,5
curvelanes,curvelanes_valid_24b6086edc759e37e4f09a1a88fe9b47.jpg,0.493,0.389,0.699,0.624,0.011,5
curvelanes,curvelanes_valid_24d2519f41a5169ec53f0e8041b221b7.jpg,0.852,0.425,0.588,0.66,0.019,4
curvelanes,curvelanes_valid_24ea1ab73712191b7983d572cde4de64.jpg,0.625,0.836,0.734,0.589,0.009,8
curvelanes,curvelanes_valid_24fdac041222d37955c9abc4c1721189.jpg,0.377,0.904,0.601,0.519,0.028,4
curvelanes,curvelanes_valid_2505a60d3b9a61ff79e0c1666ca61a02.jpg,0.962,0.606,0.644,0.671,0.051,3
curvelanes,curvelanes_valid_2528b58c03516470549b6681077767d2.jpg,0.302,0.822,0.646,0.675,0.122,6
curvelanes,curvelanes_valid_256e3ca348489d36f6c61a00b1385d30.jpg,0.468,0.915,0.727,0.571,0.054,5
curvelanes,curvelanes_valid_25772c0eac6d50c3132b6060ad7b22c2.jpg,0.539,0.436,0.647,0.634,0.026,3
curvelanes,curvelanes_valid_25bb6042377bc00f35113eec914e0d0c.jpg,0.16,1,0.742,0.621,0.025,5
curvelanes,curvelanes_valid_25d7b66f98d59ff4fdcf0a7482cbbdaf.jpg,0.318,0.887,0.796,0.65,0.095,5
curvelanes,curvelanes_valid_25e04401b337bf07773f37e7814ff6b2.jpg,0.612,0.872,0.609,0.484,0.029,4
curvelanes,curvelanes_valid_261c5423ef8eada6150f7dcba39ec013.jpg,0.684,0.597,0.772,0.638,0.021,6
curvelanes,curvelanes_valid_2621f1cdda7360bbc05fd74fd3fe90e4.jpg,0.271,1,0.83,0.62,0.04,4
curvelanes,curvelanes_valid_2670105194142a587d9dea8dd4425063.jpg,0.902,0.43,0.484,0.506,0.017,4
curvelanes,curvelanes_valid_269afeda22e60084dee54cab0eb678c6.jpg,0.41,1,0.691,0.584,0.034,3
curvelanes,curvelanes_valid_269f676c4a7c5c65de184696631cba14.jpg,0.472,0.582,0.724,0.595,0.038,6
curvelanes,curvelanes_valid_26a382412741982d0f04efcc1dd50798.jpg,0.306,0.818,0.624,0.665,0.063,2
curvelanes,curvelanes_valid_26b7704642e5ac956fbad4ffd25a0c6a.jpg,0.917,0.475,0.683,0.638,0.025,6
curvelanes,curvelanes_valid_270b6e2271be9b60aa24f16fbb09ac57.jpg,0.391,1,0.76,0.507,0.035,6
curvelanes,curvelanes_valid_2722e9208263addff939b583712c481d.jpg,0.421,0.813,0.622,0.574,0.015,5
curvelanes,curvelanes_valid_2731da637650bf5c4d0950b12200d40f.jpg,0.791,0.778,0.543,0.597,0.034,3
curvelanes,curvelanes_valid_276b7e4855535238cf306f1c437935d2.jpg,0.961,0.521,0.763,0.544,0.035,4
curvelanes,curvelanes_valid_278629d2d25e349bd008d417e7301765.jpg,0.376,0.483,0.695,0.555,0.022,3
curvelanes,curvelanes_valid_2786d73d70a021869358b48bccedad2b.jpg,0.298,1,0.714,0.418,0.061,4
curvelanes,curvelanes_valid_279537614156ab746316dc1228460784.jpg,0.72,0.347,0.776,0.605,0.034,4
curvelanes,curvelanes_valid_27ff34ba52864cec69ebefff28f8dc40.jpg,0.558,0.419,0.57,0.528,0.045,3
curvelanes,curvelanes_valid_2827330b1648748867d67763bcdcd9ca.jpg,0.43,0.698,0.637,0.64,0.014,5
curvelanes,curvelanes_valid_28549b4ffbb0c81e784040afa8e868e4.jpg,0.834,0.367,0.561,0.606,0.028,5
curvelanes,curvelanes_valid_285808cd05b16f07e1a22f2d59617b97.jpg,0.674,1,0.55,0.511,0.023,4
curvelanes,curvelanes_valid_289ad3bc0b8fb781519d275b760231aa.jpg,0.901,0.703,0.633,0.599,0.035,3
curvelanes,curvelanes_valid_28b7fe9107f2f80c33df9f92d7bc338d.jpg,0.505,0.494,0.714,0.651,0.022,3
curvelanes,curvelanes_valid_28b989254a71a82676ce5de42dd636a0.jpg,0.355,0.622,0.703,0.684,0.033,3
curvelanes,curvelanes_valid_28bcb3f07a5198e12622101c642112ae.jpg,0.282,0.578,0.571,0.529,0.036,2
curvelanes,curvelanes_valid_28f3599fe9ef88a15c8e66a92dcdb3ec.jpg,0.448,0.456,0.831,0.621,0.028,6
curvelanes,curvelanes_valid_28f3e2d9434181271a5832a48583d1fe.jpg,0.909,0.373,0.732,0.651,0.022,6
curvelanes,curvelanes_valid_295d0525f7c4da91610cafdb5669fbda.jpg,0.174,1,0.799,0.582,0.038,5
curvelanes,curvelanes_valid_298b1bd2ca8121d36da176b3b1548f86.jpg,0.702,0.451,0.833,0.546,0.044,7
curvelanes,curvelanes_valid_298ca2fe585e800b7efe7669dbf8934b.jpg,0.171,0.596,0.653,0.662,0.041,3
curvelanes,curvelanes_valid_2990c789be74644d96daebb8f2f6a07c.jpg,0.661,0.863,0.788,0.483,0.057,7
curvelanes,curvelanes_valid_29f00ca1b4789e457d0534426a29e857.jpg,0.701,0.633,0.653,0.534,0.012,4
curvelanes,curvelanes_valid_2a0947c0f41d54f797f9ec3f8a26ba5d.jpg,0.659,0.693,0.713,0.634,0.029,5
curvelanes,curvelanes_valid_2a6247be36925a51f6736e955a2c1e89.jpg,0.54,0.832,0.736,0.517,0.027,4
curvelanes,curvelanes_valid_2a699091c7f4284cdbf99b0958845dca.jpg,0.762,0.646,0.662,0.543,0.021,5
curvelanes,curvelanes_valid_2a7e2c4e5486430dd3abfbd24585cb3c.jpg,0.454,0.723,0.679,0.624,0.03,5
curvelanes,curvelanes_valid_2a9171c4670213e0be3b8f128831c706.jpg,0.718,0.425,0.682,0.601,0.044,6
curvelanes,curvelanes_valid_2ae1b06bd89e86c4a9412d5d0dc67ee6.jpg,0.826,0.512,0.569,0.572,0.054,7
